Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
18/05/2022 12:35:36,Back,Karolina Pliskova,1.09,41.94,10054,
18/05/2022 12:34:08,Lay,Karolina Pliskova,1.2,38.1,10052,
18/05/2022 12:29:39,Back,Karolina Pliskova,1.13,36.28,10049,
18/05/2022 12:25:49,Lay,Karolina Pliskova,1.23,33.33,10045,
18/05/2022 12:22:08,Back,Karolina Pliskova,1.57,10.7,10041,
18/05/2022 12:16:25,Lay,Karolina Pliskova,1.89,8.89,10036,
18/05/2022 12:14:19,Back,Karolina Pliskova,1.79,9.34,10034,
18/05/2022 12:10:53,Lay,Karolina Pliskova,1.92,8.7,10031,
18/05/2022 12:07:56,Back,Karolina Pliskova,1.77,12.37,10029,
18/05/2022 12:03:22,Lay,Karolina Pliskova,1.56,14.04,10025,
18/05/2022 12:00:41,Back,Karolina Pliskova,1.39,32.89,10023,
18/05/2022 11:48:13,Lay,Karolina Pliskova,1.2,38.1,10017,
18/05/2022 11:41:52,Back,Karolina Pliskova,1.13,40.46,10014,
18/05/2022 11:39:40,Lay,Karolina Pliskova,1.2,38.1,10013,
18/05/2022 11:35:32,Back,Karolina Pliskova,1.38,15.63,10011,
18/05/2022 11:33:45,Lay,Karolina Pliskova,1.59,13.56,10009,
18/05/2022 11:28:07,Back,Karolina Pliskova,1.45,14.93,10008,
18/05/2022 11:24:22,Lay,Karolina Pliskova,1.57,13.79,10005,
18/05/2022 11:19:39,Back,Karolina Pliskova,1.94,11.36,10004,
18/05/2022 11:16:44,Lay,Karolina Pliskova,1.57,14.04,10002,
