Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
27/04/2022 13:33:33,Back,Holger Rune,1.25,23.07,10407,
27/04/2022 13:28:03,Lay,Holger Rune,1.37,21.05,10405,
27/04/2022 13:20:19,Back,Holger Rune,1.31,18.71,10403,
27/04/2022 13:16:53,Lay,Holger Rune,1.47,16.67,10401,
27/04/2022 12:53:43,Back,A Zverev,1.83,17.1,10396,
27/04/2022 12:46:48,Lay,A Zverev,1.33,23.53,10393,
27/04/2022 12:35:35,Back,A Zverev,1.67,11.36,10390,
27/04/2022 12:31:08,Lay,A Zverev,1.73,10.96,10387,
27/04/2022 12:27:06,Back,A Zverev,1.6,11.9,10386,
27/04/2022 12:22:25,Lay,A Zverev,1.69,11.27,10384,
27/04/2022 12:18:52,Back,A Zverev,1.56,22.64,10382,
27/04/2022 12:16:04,Lay,A Zverev,1.28,27.59,10380,
