Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
23/03/2022 00:45:41,Back,Fernando Verdasco,1.22,25.65,11235,
23/03/2022 00:40:56,Lay,Fernando Verdasco,1.33,23.53,11231,
23/03/2022 00:16:41,Back,Fernando Verdasco,1.25,26.4,11220,
23/03/2022 00:09:33,Lay,Fernando Verdasco,1.32,25,11214,
22/03/2022 23:46:17,Back,Fernando Verdasco,1.21,29.99,11189,
22/03/2022 23:42:17,Lay,Fernando Verdasco,1.27,28.57,11183,
22/03/2022 23:37:32,Back,Fernando Verdasco,1.23,29.73,11179,
22/03/2022 23:33:31,Lay,Fernando Verdasco,1.28,28.57,11173,
22/03/2022 23:27:41,Back,Fernando Verdasco,1.25,26.84,11162,
22/03/2022 23:24:40,Lay,Fernando Verdasco,1.3,25.81,11155,
22/03/2022 23:19:39,Back,Fernando Verdasco,1.56,13.53,11146,
22/03/2022 23:15:51,Lay,Fernando Verdasco,1.61,13.11,11141,
