Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
07/04/2022 17:37:31,Back,Irina Maria Bara,1.23,6.2,17089,
07/04/2022 17:37:28,Back,Irina Maria Bara,1.16,8.86,17093,
07/04/2022 17:35:09,Lay,Irina Maria Bara,1.1,100,16925,
07/04/2022 16:55:41,Back,Irina Maria Bara,2.38,0.58,16951,
07/04/2022 16:55:41,Back,Irina Maria Bara,2.42,0.85,16972,
07/04/2022 16:45:17,Back,Irina Maria Bara,2.04,1.93,16980,
07/04/2022 16:44:03,Back,Irina Maria Bara,1.88,1.36,16971,
07/04/2022 16:42:04,Back,Irina Maria Bara,1.76,1.05,16953,
07/04/2022 16:39:26,Back,Irina Maria Bara,1.54,2.22,16970,
07/04/2022 16:39:19,Back,Irina Maria Bara,1.51,3.91,16976,
07/04/2022 16:34:04,Back,Irina Maria Bara,1.34,5.89,16978,
07/04/2022 16:26:07,Lay,Irina Maria Bara,1.2,50,16921,
07/04/2022 16:21:15,Lay,Irina Maria Bara,1.3,20,16928,
07/04/2022 16:18:43,Lay,Irina Maria Bara,1.4,10,16927,
