5/5/2022 09:36:34: [G_Auto 1] :  Store Text Value (Shared) for Felix Auger-Aliassime: info = marketName: F Auger-Aliassime v Sinner - Match Odds; runnerA: Felix Auger-Aliassime; runnerB: Jannik Sinner 
5/5/2022 09:36:34: [G_Auto 1] :  Store Value (Shared) for market: aId = 12210252
5/5/2022 09:36:34: [G_Auto 1] :  Store Value (Shared) for market: bId = 10372253
5/5/2022 16:28:29:  Guardian has detected that the market is in-play
5/5/2022 16:28:29:  Guardian has detected that the market is suspended
5/5/2022 16:28:30: [G_Auto 1] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 2.5; bBsp: 1.65; volume: 86861.1 
5/5/2022 16:28:30: [G_Auto 1] :  Store Text Value (Shared) for market: inplayInfo = aBsp: 2.5; bBsp: 1.65; volume: 86861.1 
5/5/2022 16:28:30:  Guardian has detected that the market is now unsuspended
5/5/2022 16:28:33: [G_Auto 4] :  € 20.00 Lay bet placed on Jannik Sinner at 1.3. Entirely unmatched when it initially reached the market.   Ref: 14101
5/5/2022 16:28:33: [G_Auto 5] :  € 10.00 Lay bet placed on Felix Auger-Aliassime at 1.4. Entirely unmatched when it initially reached the market.   Ref: 14102
5/5/2022 16:28:33: [G_Auto 5] :  € 10.00 Lay bet placed on Jannik Sinner at 1.4. Entirely unmatched when it initially reached the market.   Ref: 14097
5/5/2022 16:28:33: [G_Auto 2] :  € 100.00 Lay bet placed on Jannik Sinner at 1.1. Entirely unmatched when it initially reached the market.   Ref: 14098
5/5/2022 16:28:33: [G_Auto 3] :  € 50.00 Lay bet placed on Jannik Sinner at 1.2. Entirely unmatched when it initially reached the market.   Ref: 14100
5/5/2022 16:28:33: [G_Auto 3] :  € 50.00 Lay bet placed on Felix Auger-Aliassime at 1.2. Entirely unmatched when it initially reached the market.   Ref: 14099
5/5/2022 16:28:33: [G_Auto 2] :  € 100.00 Lay bet placed on Felix Auger-Aliassime at 1.1. Entirely unmatched when it initially reached the market.   Ref: 14096
5/5/2022 16:28:33: [G_Auto 4] :  € 20.00 Lay bet placed on Felix Auger-Aliassime at 1.3. Entirely unmatched when it initially reached the market.   Ref: 14103
5/5/2022 17:05:39: [G_Auto 1] :  Store Text Value (Shared) for Felix Auger-Aliassime: aPoints = point: 30; games: 3; sets: 0 
5/5/2022 17:05:39: [G_Auto 1] :  Store Text Value (Shared) for Felix Auger-Aliassime: aServing = serving:0
5/5/2022 17:05:39: [G_Auto 1] :  Store Text Value (Shared) for Jannik Sinner: bPoints = point: 0; games: 1; sets: 0 
5/5/2022 17:05:39: [G_Auto 1] :  Store Text Value (Shared) for Jannik Sinner: bServing = serving:2
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: price = 1.4
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: totalBack = 0
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: totalLay = 10
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: stake = 10
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: totalStake = 10
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: pl = -0.07
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: currentOddsA = 1.4
5/5/2022 17:05:39: [G_Auto 1] :  Store Value (Shared) for market: currentOddsB = 3.5
5/5/2022 17:05:44: [G_Auto 1] :  Store Text Value (Shared) for Felix Auger-Aliassime: aPoints = point: 30; games: 3; sets: 0 
5/5/2022 17:05:44: [G_Auto 1] :  Store Text Value (Shared) for Felix Auger-Aliassime: aServing = serving:0
5/5/2022 17:05:44: [G_Auto 1] :  Store Text Value (Shared) for Jannik Sinner: bPoints = point: 0; games: 1; sets: 0 
5/5/2022 17:05:44: [G_Auto 1] :  Store Text Value (Shared) for Jannik Sinner: bServing = serving:2
