Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
01/06/2022 15:10:17,Lay,Clara Burel,1.1,100,10394,
01/06/2022 15:09:20,Back,Irina Maria Bara,10,3.86,10499,
01/06/2022 15:09:20,Back,Irina Maria Bara,10,1.6,10440,
01/06/2022 15:09:20,Back,Irina Maria Bara,10,0.86,10414,
01/06/2022 15:03:06,Back,Irina Maria Bara,7.8,0.12,10413,
01/06/2022 15:00:07,Back,Clara Burel,1.54,2.22,10570,
01/06/2022 14:59:49,Back,Clara Burel,1.51,3.91,10580,
01/06/2022 14:57:48,Back,Clara Burel,1.34,5.89,10579,
01/06/2022 14:56:03,Lay,Clara Burel,1.2,50,10392,
01/06/2022 14:55:16,Lay,Clara Burel,1.3,20,10397,
01/06/2022 14:54:58,Back,Irina Maria Bara,3.65,0.3,10415,
01/06/2022 14:54:50,Back,Irina Maria Bara,3.4,0.5,10441,
01/06/2022 14:54:50,Lay,Clara Burel,1.4,10,10398,
01/06/2022 14:46:12,Back,Irina Maria Bara,3.1,0.95,10502,
01/06/2022 14:31:41,Back,Irina Maria Bara,2.38,0.58,10416,
01/06/2022 14:31:41,Back,Irina Maria Bara,2.42,0.85,10438,
01/06/2022 14:28:26,Back,Irina Maria Bara,2.04,1.93,10503,
01/06/2022 14:22:48,Back,Irina Maria Bara,1.88,1.36,10439,
01/06/2022 14:18:49,Back,Irina Maria Bara,1.51,3.91,10501,
01/06/2022 14:13:51,Back,Irina Maria Bara,1.34,5.89,10500,
01/06/2022 14:11:52,Lay,Irina Maria Bara,1.2,50,10393,
01/06/2022 13:57:08,Back,Irina Maria Bara,1.76,1.05,10417,
01/06/2022 13:52:11,Back,Irina Maria Bara,1.54,2.22,10433,
01/06/2022 13:44:04,Lay,Irina Maria Bara,1.3,20,10396,
01/06/2022 13:37:15,Lay,Irina Maria Bara,1.4,10,10395,
