Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
01/06/2022 21:28:08,Back,Paul Jubb,1.59,2.42,11317,
01/06/2022 21:26:18,Back,Paul Jubb,1.39,3.62,11314,
01/06/2022 21:25:46,Back,Paul Jubb,1.23,6.2,11315,
01/06/2022 21:24:55,Back,Paul Jubb,1.16,8.86,11316,
01/06/2022 21:22:18,Lay,Paul Jubb,1.1,100,11176,
01/06/2022 21:11:20,Back,Paul Jubb,2.04,1.93,11251,
01/06/2022 21:04:35,Back,Paul Jubb,1.88,1.36,11235,
01/06/2022 21:02:11,Back,Paul Jubb,1.54,2.22,11228,
01/06/2022 21:02:11,Back,Paul Jubb,1.51,3.91,11248,
01/06/2022 21:00:15,Back,Paul Jubb,1.34,5.89,11245,
01/06/2022 20:42:51,Lay,Paul Jubb,1.2,50,11177,
01/06/2022 20:37:08,Lay,Paul Jubb,1.3,20,11179,
01/06/2022 20:33:38,Back,Paul Jubb,1.76,1.05,11224,
01/06/2022 20:31:33,Lay,Paul Jubb,1.4,10,11180,
