Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
10/05/2022 19:05:42,Lay,Gonzalo Lama,1.1,100,12484,
10/05/2022 19:03:37,Lay,Gonzalo Lama,1.2,50,12482,
10/05/2022 18:52:24,Back,Gonzalo Lama,2.38,0.58,12544,
10/05/2022 18:52:24,Back,Gonzalo Lama,2.42,0.85,12582,
10/05/2022 18:19:42,Back,Gonzalo Lama,2.04,1.93,12613,
10/05/2022 18:12:15,Back,Gonzalo Lama,1.88,1.36,12580,
10/05/2022 18:11:32,Back,Gonzalo Lama,1.76,1.05,12543,
10/05/2022 18:10:06,Back,Gonzalo Lama,1.54,2.22,12577,
10/05/2022 18:07:38,Back,Gonzalo Lama,1.51,3.91,12608,
10/05/2022 18:00:49,Back,Gonzalo Lama,1.34,5.89,12611,
10/05/2022 17:52:01,Lay,Gonzalo Lama,1.3,20,12486,
10/05/2022 17:44:47,Lay,Gonzalo Lama,1.4,10,12483,
