2/24/2022 13:12:41:  Guardian has detected that the market is in-play
2/24/2022 13:12:41:  Guardian has detected that the market is suspended
2/24/2022 13:12:42:  Guardian has detected that the market is now unsuspended
2/24/2022 13:12:44: [G_Auto 1] :  Automation Signal for market: delay = 1
2/24/2022 13:12:57: [G_Auto 1] :  € 23.53 Lay bet placed on Mikhail Kukushkin at 1.34. Entirely unmatched when it initially reached the market.   Ref: 10000          ( Fill or kill bet with 15 seconds delay.   )
2/24/2022 13:12:57: [G_Auto 1] :  1 Automation Signals Cleared
2/24/2022 13:13:12: [G_Auto 1] :  € 23.53 unmatched bet (Ref:10000) was killed.
2/24/2022 13:16:33: [G_Auto 1] :  Automation Signal for market: delay = 1
2/24/2022 13:17:30: [G_Auto 1] :  1 Automation Signals Cleared
2/24/2022 13:19:03: [G_Auto 1] :  Automation Signal for market: delay = 1
2/24/2022 13:19:15: [G_Auto 1] :  € 17.39 Lay bet placed on Mikhail Kukushkin at 1.46. Entirely unmatched when it initially reached the market.   Ref: 10001          ( Fill or kill bet with 15 seconds delay.   )
2/24/2022 13:19:30: [G_Auto 1] :  € 17.39 unmatched bet (Ref:10001) was killed.
2/24/2022 13:20:24: [G_Auto 1] :  € 10.00 Lay bet placed on Mikhail Kukushkin at 1.4. Entirely unmatched when it initially reached the market.   Ref: 10002
2/24/2022 13:20:24: [G_Auto 1] :  € 10.00 Lay bet placed on Manuel Guinard at 1.4. Entirely unmatched when it initially reached the market.   Ref: 10003
2/24/2022 13:20:31: [G_Auto 2] :  € 20.00 Lay bet placed on Mikhail Kukushkin at 1.3. Entirely unmatched when it initially reached the market.   Ref: 10004
2/24/2022 13:20:31: [G_Auto 2] :  € 20.00 Lay bet placed on Manuel Guinard at 1.3. Entirely unmatched when it initially reached the market.   Ref: 10005
2/24/2022 13:20:35: [G_Auto 3] :  € 50.00 Lay bet placed on Mikhail Kukushkin at 1.2. Entirely unmatched when it initially reached the market.   Ref: 10006
2/24/2022 13:20:35: [G_Auto 3] :  € 50.00 Lay bet placed on Manuel Guinard at 1.2. Entirely unmatched when it initially reached the market.   Ref: 10007
2/24/2022 13:20:39: [G_Auto 4] :  € 100.00 Lay bet placed on Mikhail Kukushkin at 1.1. Entirely unmatched when it initially reached the market.   Ref: 10008
2/24/2022 13:20:39: [G_Auto 4] :  € 100.00 Lay bet placed on Manuel Guinard at 1.1. Entirely unmatched when it initially reached the market.   Ref: 10009
2/24/2022 13:20:54: [G_Auto 1] :  € 7.80 Back bet placed on Mikhail Kukushkin at 7.8. Entirely unmatched when it initially reached the market.   Ref: 10011
2/24/2022 13:20:54: [G_Auto 1] :  € 2.38 Back bet placed on Mikhail Kukushkin at 2.38. Entirely unmatched when it initially reached the market.   Ref: 10012
2/24/2022 13:20:54: [G_Auto 1] :  € 3.65 Back bet placed on Mikhail Kukushkin at 3.65. Entirely unmatched when it initially reached the market.   Ref: 10010
2/24/2022 13:20:54: [G_Auto 1] :  € 10.00 Back bet placed on Mikhail Kukushkin at 10. Entirely unmatched when it initially reached the market.   Ref: 10013
2/24/2022 13:20:57: [G_Auto 1] :  € 1.70 Back bet placed on Mikhail Kukushkin at 1.76. Entirely unmatched when it initially reached the market.   Ref: 10015
2/24/2022 14:00:07: [G_Auto 2] :  € 24.00 Back bet placed on Mikhail Kukushkin at 2.42. Entirely unmatched when it initially reached the market.   Ref: 10017
2/24/2022 14:00:07: [G_Auto 2] :  € 15.00 Back bet placed on Mikhail Kukushkin at 1.54. Entirely unmatched when it initially reached the market.   Ref: 10016
2/24/2022 14:00:07: [G_Auto 2] :  € 10.00 Back bet placed on Mikhail Kukushkin at 10. Entirely unmatched when it initially reached the market.   Ref: 10019
2/24/2022 14:00:07: [G_Auto 2] :  € 34.00 Back bet placed on Mikhail Kukushkin at 3.4. Entirely unmatched when it initially reached the market.   Ref: 10020
2/24/2022 14:00:07: [G_Auto 2] :  € 18.00 Back bet placed on Mikhail Kukushkin at 1.88. Entirely unmatched when it initially reached the market.   Ref: 10018
2/24/2022 14:05:19: [G_Auto 3] :  € 20.00 Back bet placed on Mikhail Kukushkin at 2.04. Entirely unmatched when it initially reached the market.   Ref: 10023
2/24/2022 14:05:19: [G_Auto 3] :  € 13.00 Back bet placed on Mikhail Kukushkin at 1.34. Entirely unmatched when it initially reached the market.   Ref: 10021
2/24/2022 14:05:19: [G_Auto 3] :  € 10.00 Back bet placed on Mikhail Kukushkin at 10. Entirely unmatched when it initially reached the market.   Ref: 10024
2/24/2022 14:05:19: [G_Auto 3] :  € 31.00 Back bet placed on Mikhail Kukushkin at 3.1. Entirely unmatched when it initially reached the market.   Ref: 10025
2/24/2022 14:05:19: [G_Auto 3] :  € 15.00 Back bet placed on Mikhail Kukushkin at 1.51. Entirely unmatched when it initially reached the market.   Ref: 10022
2/24/2022 14:17:44: [G_Auto 4] :  € 23.00 Back bet placed on Mikhail Kukushkin at 1.23. Entirely unmatched when it initially reached the market.   Ref: 10027
2/24/2022 14:17:44: [G_Auto 4] :  € 39.00 Back bet placed on Mikhail Kukushkin at 1.39. Entirely unmatched when it initially reached the market.   Ref: 10028
2/24/2022 14:17:44: [G_Auto 4] :  € 28.00 Back bet placed on Mikhail Kukushkin at 2.84. Entirely unmatched when it initially reached the market.   Ref: 10030
2/24/2022 14:17:44: [G_Auto 4] :  € 16.00 Back bet placed on Mikhail Kukushkin at 1.16. Entirely unmatched when it initially reached the market.   Ref: 10026
2/24/2022 14:17:44: [G_Auto 4] :  € 18.00 Back bet placed on Mikhail Kukushkin at 1.86. Entirely unmatched when it initially reached the market.   Ref: 10031
2/24/2022 14:17:44: [G_Auto 4] :  € 59.00 Back bet placed on Mikhail Kukushkin at 1.59. Entirely unmatched when it initially reached the market.   Ref: 10032
2/24/2022 14:17:44: [G_Auto 4] :  € 26.00 Back bet placed on Mikhail Kukushkin at 2.26. Entirely unmatched when it initially reached the market.   Ref: 10029
2/24/2022 15:09:36: [G_Auto 2] :  € 34.00 Back bet placed on Manuel Guinard at 3.4. Entirely unmatched when it initially reached the market.   Ref: 10051
2/24/2022 15:09:36: [G_Auto 1] :  € 3.65 Back bet placed on Manuel Guinard at 3.65. Entirely unmatched when it initially reached the market.   Ref: 10052
2/24/2022 15:09:36: [G_Auto 2] :  € 24.00 Back bet placed on Manuel Guinard at 2.42. Entirely unmatched when it initially reached the market.   Ref: 10049
2/24/2022 15:09:36: [G_Auto 2] :  € 10.00 Back bet placed on Manuel Guinard at 10. Entirely unmatched when it initially reached the market.   Ref: 10053
2/24/2022 15:09:36: [G_Auto 2] :  € 15.00 Back bet placed on Manuel Guinard at 1.54. Entirely unmatched when it initially reached the market.   Ref: 10050
2/24/2022 15:09:36: [G_Auto 1] :  € 2.38 Back bet placed on Manuel Guinard at 2.38. Entirely unmatched when it initially reached the market.   Ref: 10047
2/24/2022 15:09:36: [G_Auto 2] :  € 18.00 Back bet placed on Manuel Guinard at 1.88. Entirely unmatched when it initially reached the market.   Ref: 10048
2/24/2022 15:09:36: [G_Auto 1] :  € 7.80 Back bet placed on Manuel Guinard at 7.8. Entirely unmatched when it initially reached the market.   Ref: 10056
2/24/2022 15:09:36: [G_Auto 1] :  € 10.00 Back bet placed on Manuel Guinard at 10. Entirely unmatched when it initially reached the market.   Ref: 10054
2/24/2022 15:09:39: [G_Auto 1] :  € 1.70 Back bet placed on Manuel Guinard at 1.76. Entirely unmatched when it initially reached the market.   Ref: 10057
2/24/2022 15:11:11: [G_Auto 3] :  € 13.00 Back bet placed on Manuel Guinard at 1.34. Entirely unmatched when it initially reached the market.   Ref: 10059
2/24/2022 15:11:11: [G_Auto 3] :  € 20.00 Back bet placed on Manuel Guinard at 2.04. Entirely unmatched when it initially reached the market.   Ref: 10060
2/24/2022 15:11:11: [G_Auto 3] :  € 15.00 Back bet placed on Manuel Guinard at 1.51. Entirely unmatched when it initially reached the market.   Ref: 10061
2/24/2022 15:11:11: [G_Auto 3] :  € 31.00 Back bet placed on Manuel Guinard at 3.1. Entirely unmatched when it initially reached the market.   Ref: 10062
2/24/2022 15:11:11: [G_Auto 3] :  € 10.00 Back bet placed on Manuel Guinard at 10. Entirely unmatched when it initially reached the market.   Ref: 10063
2/24/2022 15:24:08: [G_Auto 4] :  € 16.00 Back bet placed on Manuel Guinard at 1.16. Entirely unmatched when it initially reached the market.   Ref: 10069
2/24/2022 15:24:08: [G_Auto 4] :  € 23.00 Back bet placed on Manuel Guinard at 1.23. Entirely unmatched when it initially reached the market.   Ref: 10067
2/24/2022 15:24:08: [G_Auto 4] :  € 39.00 Back bet placed on Manuel Guinard at 1.39. Entirely unmatched when it initially reached the market.   Ref: 10070
2/24/2022 15:24:08: [G_Auto 4] :  € 26.00 Back bet placed on Manuel Guinard at 2.26. Entirely unmatched when it initially reached the market.   Ref: 10071
2/24/2022 15:24:08: [G_Auto 4] :  € 28.00 Back bet placed on Manuel Guinard at 2.84. Entirely unmatched when it initially reached the market.   Ref: 10072
2/24/2022 15:24:08: [G_Auto 4] :  € 59.00 Back bet placed on Manuel Guinard at 1.59. Entirely unmatched when it initially reached the market.   Ref: 10073
2/24/2022 15:24:08: [G_Auto 4] :  € 18.00 Back bet placed on Manuel Guinard at 1.86. Entirely unmatched when it initially reached the market.   Ref: 10068
2/24/2022 15:38:56:  Guardian has detected that the market is suspended
