Time, Back/Lay, Selection, Odds, Stake, Reference, SP Bet
27/04/2022 14:49:54,Back,Alejandro Davidovich Fokina,1.54,2.22,13720,
27/04/2022 13:59:10,Back,Alejandro Davidovich Fokina,1.39,3.62,13755,
27/04/2022 13:56:21,Back,Alejandro Davidovich Fokina,1.23,6.2,13752,
27/04/2022 13:55:05,Back,Alejandro Davidovich Fokina,1.16,8.86,13754,
27/04/2022 13:52:48,Lay,Alejandro Davidovich Fokina,1.1,100,13680,
27/04/2022 13:25:09,Back,Alejandro Davidovich Fokina,1.51,3.91,13731,
27/04/2022 13:22:30,Back,Alejandro Davidovich Fokina,1.34,5.89,13729,
27/04/2022 13:20:06,Lay,Alejandro Davidovich Fokina,1.2,50,13683,
27/04/2022 13:17:06,Lay,Alejandro Davidovich Fokina,1.3,20,13676,
27/04/2022 13:08:06,Lay,Alejandro Davidovich Fokina,1.4,10,13682,
